Price_ID,Product_ID,Vendor_ID,Currency,Unit_Price,Effective_From,Effective_To,Price_Status
PR4110,P2134,V3319,INR,6612.47,2026-03-06,,Expired
PR4111,P2220,V3189,INR,6508.58,2026-05-11,,Active
PR4112,P2163,V3092,INR,1127.19,2026-07-21,,Expired
PR4113,P2459,V3294,INR,4973.57,2026-06-14,,Active
PR4114,P2136,V3289,INR,6583.39,2026-05-07,,Active
PR4115,P2057,V3075,INR,5584.12,2026-08-24,,Active
PR4116,P2434,V3045,INR,10816.83,2026-03-28,,Expired
PR4117,P2177,V3053,INR,10885.38,2026-02-02,,Expired
PR4118,P2115,V3175,INR,9876.36,2026-05-17,,Active
PR4119,P2499,V3161,INR,4550.43,2026-02-22,,Active
PR4120,P2472,V3067,INR,8628.79,2026-07-24,,Expired
PR4121,P2149,V3270,INR,4788.81,2026-04-02,,Active
PR4122,P2241,V9999,INR,2848.68,2026-02-20,,Expired
PR4123,P2123,V3182,INR,4164.11,2026-03-12,,Expired
PR4124,P2292,V3182,INR,921.25,2026-06-03,,Active
PR4125,P2327,V3036,INR,4031.45,2026-05-24,,Active
PR4126,P2069,V3212,INR,5569.35,2026-02-09,,Expired
PR4127,P2314,V3134,INR,11469.11,2026-08-06,,Active
PR4128,P2063,V3178,INR,3812.42,2026-06-28,,Active
PR4129,P2221,V3166,INR,10836.76,2026-02-08,,Active
PR4130,P2016,V3337,INR,2804.13,2026-07-02,,Active
PR4131,P2390,V3329,INR,2352.3,2026-08-12,,Active
PR4132,P2078,V3327,INR,6264.02,2026-06-13,,Active
PR4133,P2122,V3046,INR,8094.7,2026-08-22,,Active
PR4134,P2436,V3156,INR,603.66,2026-05-01,,Active
PR4135,P2258,V3236,INR,2711.21,2026-07-12,,Active
PR4136,P2217,V3316,INR,5509.03,2026-03-26,,Active
PR4137,P2479,V3060,INR,4022.23,2026-07-24,,Active
PR4138,P2114,V3005,INR,8573.01,2026-08-06,,Active
PR4139,P2370,V3181,INR,6170.59,2026-06-22,,Active
PR4140,P2461,V3145,INR,1987.28,2026-05-17,,Expired
PR4141,P2380,V3315,INR,10741.5,2026-02-06,,Active
PR4142,P2146,V3265,INR,3567.9,2026-03-28,,Active
PR4143,P2465,V3223,INR,8793.74,2026-05-09,,Expired
PR4144,P2237,V3301,INR,9375.5,2026-07-13,,Active
PR4145,P2476,V3336,INR,11560.66,2026-03-04,,Active
PR4146,P2460,V3237,INR,6019.7,2026-02-12,,Expired
PR4147,P2419,V3013,INR,7418.84,2026-06-05,,Active
PR4148,P2086,V3339,INR,4068.4,2026-04-10,,Active
PR4149,P2167,V3268,INR,8162.29,2026-06-08,,Active
PR4150,P2129,V3266,INR,5600.85,2026-04-15,,Expired
PR4151,P2165,V3016,INR,5294,2026-07-16,,Active
PR4152,P2277,V3092,INR,10276.45,2026-08-17,,Active
PR4153,P2257,V3248,INR,673.26,2026-08-05,,Active
PR4154,P2132,V3019,INR,10592.4,2026-01-08,,Active
PR4155,P2480,V3103,INR,10235.93,2026-06-11,,Active
PR4156,P2058,V3095,INR,6113.42,2026-08-19,,Active
PR4157,P2257,V3283,INR,5920.67,2026-02-18,,Active
PR4158,P2141,V3213,INR,4389.55,2026-04-06,,Active
PR4159,P2174,V3037,INR,11930.52,2026-07-05,,Active
PR4160,P2175,V3061,INR,1400.69,2026-05-03,,Expired
PR4161,P2209,V3291,INR,7113.32,2026-07-22,,Expired
PR4162,P2204,V3303,INR,8204.05,2026-02-16,,Active
PR4163,P2007,V3244,INR,11216.89,2026-01-25,,Active
PR4164,P2051,V3311,INR,9378.93,2026-05-11,,Active
PR4165,P2259,V3344,INR,7752.88,2026-06-22,,Active
PR4166,P2178,V3006,INR,1467.99,2026-04-24,,Active
PR4167,P2410,V3306,INR,4531.77,2026-06-29,,Expired
PR4168,P2031,V3165,INR,1730.69,2026-08-12,,Active
PR4169,P2356,V3013,INR,10583.46,2026-04-09,,Active
PR4170,P2318,V3025,INR,9014.23,2026-04-06,,Active
PR4171,P2154,V3224,INR,9108.63,2026-02-03,,Active
PR4172,P2451,V3123,INR,7853.16,2026-08-17,,Expired
PR4173,P2364,V3129,INR,6121.49,2026-07-16,,Active
PR4174,P2055,V3305,INR,1863.4,2026-04-19,,Active
PR4175,P2156,V3122,INR,4006.61,2026-04-02,,Active
PR4176,P2044,V3035,INR,1707.72,2026-08-08,,Expired
PR4177,P2081,V3083,INR,8719.59,2026-01-08,,Active
PR4178,P2166,V3309,INR,1985.73,2026-06-04,,Active
PR4179,P2495,V3182,INR,8447.7,2026-07-27,,Active
PR4180,P2030,V3076,INR,8330.15,2026-03-04,,Active
PR4181,P2322,V3104,INR,5552.21,2026-03-23,,Active
PR4182,P2136,V3232,INR,1687.6,2026-01-25,,Active
PR4183,P2014,V3303,INR,3829,2026-07-05,,Active
PR4184,P2357,V3043,INR,3892.11,2026-06-25,,Expired
PR4185,P2483,V3093,INR,8427.09,2026-05-09,,Active
PR4186,P2106,V3144,INR,1431.39,2026-01-08,,Active
PR4187,P2359,V3254,INR,9961.64,2026-05-04,,Active
PR4188,P2318,V3078,INR,9150.01,2026-05-29,,Active
PR4189,P2075,V3263,INR,2296.71,2026-04-08,,Active
PR4190,P2447,V3070,INR,8651.04,2026-08-04,,Active
PR4191,P2079,V3149,INR,8047.02,2026-04-11,,Active
PR4192,P2194,V3292,INR,-8996.34,2026-08-06,,Active
PR4193,P2485,V3214,INR,2327.97,2026-04-21,,Expired
PR4194,P2363,V3310,INR,1954.26,2026-07-25,,Active
PR4195,P2096,V3147,INR,2895.07,2026-06-06,,Active
PR4196,P2040,V3025,INR,4438.02,2026-06-07,,Expired
PR4197,P2256,V3323,INR,9539.45,2026-01-03,,Active
PR4198,P2397,V3109,INR,8874.74,2026-05-15,,Expired
PR4199,P2107,V3181,INR,11111.01,2026-04-10,,Active
PR4200,P2017,V3251,INR,774.16,2026-01-11,,Active
PR4201,P2015,V3203,INR,212.81,2026-06-09,,Active
PR4202,P2417,V3304,INR,8412.23,2026-02-28,,Active
PR4203,P2499,V3170,INR,3405.5,2026-05-20,,Expired
PR4204,P2272,V3175,INR,4058.89,2026-03-20,,Active
PR4205,P2499,V3347,INR,6595.61,2026-02-07,,Active
PR4206,P2013,V3170,INR,1296.28,2026-05-02,,Expired
PR4207,P2247,V3002,INR,7739.13,2026-06-01,,Active
PR4208,P2214,V3134,INR,3952.38,2026-03-06,,Active
PR4209,P2151,V3127,INR,7620.13,2026-05-26,,Active
PR4210,P2292,V3046,INR,10020.53,2026-02-15,,Active
PR4211,P2043,V3194,INR,2115.5,2026-05-05,,Active
PR4212,P2434,V3209,INR,11175.66,2026-02-25,,Active
PR4213,P2114,V3296,INR,6403.46,2026-07-10,,Active
PR4214,P2330,V3058,INR,11080.91,2026-01-07,,Active
PR4215,P2081,V3078,INR,2552.18,2026-08-22,,Expired
PR4216,P2350,V3202,INR,7284.41,2026-04-15,,Expired
PR4217,P2141,V3289,INR,4891.35,2026-07-13,,Active
PR4218,P2030,V3062,INR,9307.6,2026-02-09,,Active
PR4219,P2441,V3268,INR,7300.46,2026-07-01,,Expired
PR4220,P2494,V3126,INR,5972.1,2026-06-08,,Active
PR4221,P2030,V3049,INR,10962.35,2026-04-07,,Active
PR4222,P2455,V3088,INR,4572.12,2026-02-21,,Active
PR4223,P2266,V3334,INR,2698.26,2026-08-10,,Expired
PR4224,P2099,V3261,INR,7326.61,2026-01-31,,Expired
PR4225,P2450,V3179,INR,7516.54,2026-06-11,,Active
PR4226,P2094,V3069,INR,5311.2,2026-01-07,,Active
PR4227,P2211,V3060,INR,5877.82,2026-08-05,,Active
PR4228,P2295,V3302,INR,11517.67,2026-05-24,,Active
PR4229,P2037,V3249,INR,8812.28,2026-05-30,,Active
PR4230,P2387,V3169,INR,1393.93,2026-08-16,,Active
PR4231,P2089,V3269,INR,2604.65,2026-06-30,,Expired
PR4232,P2418,V3112,INR,11708.75,2026-04-01,,Active
PR4233,P2255,V3100,INR,8738.1,2026-01-17,,Active
PR4234,P2214,V3215,INR,10986.91,2026-05-05,,Active
PR4235,P2422,V3113,INR,3698.55,2026-01-04,,Active
PR4236,P2014,V3097,INR,8921.76,2026-07-08,,Active
PR4237,P2192,V3307,INR,8589.48,2026-05-02,,Expired
PR4238,P2295,V3118,INR,3589.18,2026-04-09,,Active
PR4239,P2182,V3036,INR,6643.48,2026-08-21,,Active
PR4240,P2130,V3337,INR,7556.93,2026-08-02,,Active
PR4241,P2224,V3290,INR,5812.5,2026-08-27,,Active
PR4242,P2043,V3304,INR,9939.11,2026-06-29,,Expired
PR4243,P2181,V3347,INR,10006.96,2026-06-12,,Active
PR4244,P2387,V3124,INR,10218.41,2026-06-21,,Active
PR4245,P2169,V3040,INR,-9655.83,2026-05-23,,Active
PR4246,P2264,V3141,INR,5895.4,2026-03-02,,Expired
PR4247,P2474,V3026,INR,4623.65,2026-08-20,,Expired
PR4248,P2096,V3142,INR,9989.16,2026-06-21,,Active
PR4249,P2203,V3336,INR,5920.65,2026-01-21,,Active
PR4250,P2498,V3057,INR,3012.98,2026-03-18,,Active
PR4251,P2447,V3150,INR,6125.07,2026-02-16,,Active
PR4252,P2321,V3205,INR,1766.56,2026-03-16,,Expired
PR4253,P2335,V3076,INR,8322.68,2026-02-18,,Active
PR4254,P2388,V3285,INR,4080.86,2026-06-30,,Active
PR4255,P2068,V3210,INR,3183.36,2026-01-27,,Active
PR4256,P2092,V3258,INR,11481.37,2026-01-31,,Active
PR4257,P2266,V3259,INR,9339.31,2026-06-21,,Active
PR4258,P2331,V3184,INR,9460.8,2026-02-01,,Active
PR4259,P2178,V3328,INR,7512.88,2026-06-07,,Active
PR4260,P2151,V3011,INR,10082.14,2026-01-18,,Expired
PR4261,P2317,V3160,INR,9128.01,2026-05-05,,Expired
PR4262,P2047,V3260,INR,7215.38,2026-03-04,,Expired
PR4263,P2003,V9999,INR,11536.41,2026-05-08,,Active
PR4264,P2487,V9999,INR,2359.77,2026-01-16,,Active
PR4265,P2103,V3016,INR,11324.8,2026-06-12,,Expired
PR4266,P2273,V3244,INR,4862.15,2026-07-09,,Active
PR4267,P2022,V3086,INR,6376.16,2026-05-17,,Expired
PR4268,P2116,V3199,INR,1538.67,2026-03-03,,Active
PR4269,P2347,V3010,INR,6515.78,2026-02-08,,Active
PR4270,P2400,V3164,INR,7363.64,2026-06-28,,Expired
PR4271,P2464,V3024,INR,11972.59,2026-08-17,,Expired
PR4272,P2104,V3064,INR,11704.17,2026-04-25,,Active
PR4273,P2259,V3312,INR,11599.29,2026-05-18,,Active
PR4274,P2308,V3238,INR,4229.53,2026-06-29,,Expired
PR4275,P2367,V3345,INR,11895.85,2026-05-20,,Expired
PR4276,P2417,V3238,INR,5506.58,2026-03-13,,Active
PR4277,P2298,V3022,INR,10233.15,2026-03-03,,Expired
PR4278,P2130,V3180,INR,2654.62,2026-05-11,,Expired
PR4279,P2295,V3306,INR,6107.06,2026-03-24,,Active
PR4280,P2302,V3047,INR,-11594.69,2026-05-03,,Active
PR4281,P2048,V3279,INR,11368.35,2026-05-19,,Expired
PR4282,P2027,V3224,INR,8228.54,2026-05-16,,Active
PR4283,P2015,V3218,INR,9588.94,2026-08-06,,Active
PR4284,P2263,V3237,INR,2178.89,2026-04-19,,Active
PR4285,P2365,V3204,INR,8680.78,2026-05-02,,Active
PR4286,P2441,V3339,INR,7445.26,2026-05-31,,Active
PR4287,P2298,V3019,INR,1166.75,2026-04-29,,Active
PR4288,P2265,V3180,INR,1424.42,2026-05-18,,Expired
PR4289,P2361,V3162,INR,1368.19,2026-01-18,,Active
PR4290,P2134,V3285,INR,-8712.96,2026-03-17,,Active
PR4291,P2441,V3061,INR,1764.95,2026-06-16,,Expired
PR4292,P2076,V3085,INR,5652.71,2026-06-03,,Active
PR4293,P2030,V3035,INR,4332.01,2026-01-11,,Active
PR4294,P2439,V3005,INR,6639.76,2026-05-18,,Expired
PR4295,P2340,V3076,INR,8499.73,2026-05-11,,Active
PR4296,P2126,V3253,INR,8240.32,2026-03-03,,Active
PR4297,P2084,V3007,INR,6222.57,2026-03-12,,Active
PR4298,P2054,V3169,INR,5612.19,2026-03-02,,Expired
PR4299,P2366,V3130,INR,4818.95,2026-05-12,,Expired
PR4300,P2283,V3138,INR,10353.28,2026-03-02,,Active
PR4301,P2340,V3300,INR,4020.41,2026-08-20,,Active
PR4302,P2443,V3326,INR,-3167.94,2026-05-16,,Active
PR4303,P2263,V3091,INR,8939.04,2026-04-12,,Active
PR4304,P2424,V3163,INR,4365.18,2026-01-13,,Active
PR4305,P2360,V3318,INR,10175.46,2026-01-12,,Active
PR4306,P2222,V3253,INR,3985.07,2026-02-04,,Active
PR4307,P2328,V3201,INR,8445.69,2026-08-18,,Active
PR4308,P2002,V3020,INR,612.92,2026-07-01,,Active
PR4309,P2398,V3229,INR,4672.84,2026-02-20,,Active
PR4310,P2394,V3163,INR,4168.02,2026-02-12,,Active
PR4311,P2306,V3165,INR,9813.89,2026-08-16,,Active
PR4312,P2146,V3232,INR,11607.14,2026-04-21,,Active
PR4313,P2018,V3328,INR,5571.01,2026-03-07,,Active
PR4314,P2016,V3238,INR,-9911.17,2026-01-15,,Expired
PR4315,P2308,V3120,INR,8418.86,2026-06-26,,Active
PR4316,P2453,V3107,INR,11611.08,2026-06-11,,Active
PR4317,P2436,V3250,INR,9747.47,2026-02-08,,Active
PR4318,P2159,V3336,INR,998.93,2026-01-26,,Expired
PR4319,P2485,V3284,INR,8580.88,2026-04-22,,Active
PR4320,P2340,V3198,INR,6460.83,2026-07-16,,Active
PR4321,P2407,V3220,INR,271,2026-06-25,,Active
PR4322,P2352,V3151,INR,3071.91,2026-08-05,,Active
PR4323,P2298,V3286,INR,11066.93,2026-02-20,,Active
PR4324,P2209,V3265,INR,11118.28,2026-08-14,,Expired
PR4325,P2446,V3220,INR,9601.29,2026-04-21,,Expired
PR4326,P2205,V3216,INR,11782.72,2026-05-12,,Active
PR4327,P2113,V3315,INR,9693.05,2026-04-08,,Active
PR4328,P2178,V3156,INR,196.68,2026-06-04,,Expired
PR4329,P2461,V3216,INR,3507.42,2026-04-29,,Expired
PR4330,P2209,V3335,INR,440.19,2026-06-19,,Expired
PR4331,P2124,V3114,INR,1197.24,2026-02-25,,Expired
PR4332,P2015,V3161,INR,2684.68,2026-08-09,,Active
PR4333,P2346,V3303,INR,6079.94,2026-03-10,,Active
PR4334,P2428,V3098,INR,10181.82,2026-05-26,,Active
PR4335,P2476,V3157,INR,10353.95,2026-07-08,,Active
PR4336,P2298,V3162,INR,7423.21,2026-01-04,,Active
PR4337,P2045,V3042,INR,11143.5,2026-05-09,,Active
PR4338,P2094,V3180,INR,6038.24,2026-02-19,,Active
PR4339,P2107,V3303,INR,10676.75,2026-03-25,,Active
PR4340,P2419,V3330,INR,5489.73,2026-03-11,,Active
PR4341,P2278,V3051,INR,3380.91,2026-05-28,,Active
PR4342,P2128,V3252,INR,11003.22,2026-01-20,,Active
PR4343,P2458,V3350,INR,4701.13,2026-06-23,,Expired
PR4344,P2459,V3120,INR,6078.09,2026-01-27,,Active
PR4345,P2038,V3075,INR,3996.66,2026-01-26,,Active
PR4346,P2097,V3162,INR,7979.34,2026-06-09,,Active
PR4347,P2198,V3149,INR,11940.75,2026-01-10,,Active
PR4348,P2192,V3123,INR,379.25,2026-03-23,,Active
PR4349,P2357,V3141,INR,10805.69,2026-04-15,,Expired
PR4350,P2007,V3182,INR,121.82,2026-05-20,,Active
PR4351,P2044,V3277,INR,4418.42,2026-07-21,,Active
PR4352,P2332,V3257,INR,2085.64,2026-03-29,,Active
PR4353,P2007,V3325,INR,9106.3,2026-01-24,,Expired
PR4354,P2194,V3245,INR,678.53,2026-04-27,,Active
PR4355,P2316,V3086,INR,6675.31,2026-06-28,,Active
PR4356,P2001,V3071,INR,3591.99,2026-06-15,,Active
PR4357,P2062,V3269,INR,1669.02,2026-02-15,,Active
PR4358,P2343,V3180,INR,9278.93,2026-08-05,,Active
PR4359,P2089,V3279,INR,2667.7,2026-05-16,,Expired
PR4360,P2018,V3149,INR,2742.33,2026-02-24,,Active
PR4361,P2108,V3006,INR,3355.29,2026-03-19,,Active
PR4362,P2135,V3148,INR,7072.19,2026-08-23,,Active
PR4363,P2371,V3332,INR,7941.52,2026-06-08,,Active
PR4364,P2310,V3168,INR,284.91,2026-03-29,,Active
PR4365,P2067,V3009,INR,2959.3,2026-01-16,,Active
PR4366,P2093,V3178,INR,5214.33,2026-05-28,,Active
PR4367,P2138,V3284,INR,4033.83,2026-02-07,,Expired
PR4368,P2189,V3116,INR,10618.74,2026-04-21,,Active
PR4369,P2059,V3096,INR,9468.43,2026-01-15,,Active
PR4370,P2187,V3331,INR,7538.74,2026-03-19,,Expired
PR4371,P2235,V3344,INR,4106.16,2026-03-17,,Active
PR4372,P2069,V3056,INR,8430.52,2026-06-11,,Active
PR4373,P2447,V3207,INR,-10135.38,2026-03-13,,Expired
PR4374,P2098,V3105,INR,7168.35,2026-01-19,,Active
PR4375,P2008,V3035,INR,9429.7,2026-08-26,,Expired
PR4376,P2462,V3209,INR,9008.08,2026-07-16,,Active
PR4377,P2488,V9999,INR,6892.97,2026-04-30,,Expired
PR4378,P2311,V3147,INR,3797.78,2026-08-07,,Active
PR4379,P2134,V3287,INR,8968.45,2026-03-04,,Active
PR4380,P2385,V3081,INR,2541.05,2026-04-15,,Expired
PR4381,P2056,V3050,INR,9370.4,2026-07-24,,Expired
PR4382,P2481,V3087,INR,9669.22,2026-02-01,,Active
PR4383,P2360,V3191,INR,9879.08,2026-08-11,,Active
PR4384,P2459,V3303,INR,5714.52,2026-08-21,,Expired
PR4385,P2114,V3001,INR,2370.33,2026-04-20,,Active
PR4386,P2088,V3138,INR,1264.2,2026-06-14,,Active
PR4387,P2138,V3136,INR,8939.58,2026-07-13,,Active
PR4388,P2108,V3154,INR,10643.67,2026-01-07,,Expired
PR4389,P2500,V3162,INR,7836.25,2026-06-25,,Expired
PR4390,P2023,V3019,INR,1794.11,2026-05-19,,Active
PR4391,P2144,V3328,INR,11223.64,2026-07-22,,Active
PR4392,P2357,V3243,INR,11870.04,2026-03-28,,Active
PR4393,P2144,V3129,INR,5243.04,2026-01-31,,Expired
PR4394,P2056,V3176,INR,7168.29,2026-06-21,,Active
PR4395,P2108,V3280,INR,9343.45,2026-02-14,,Active
PR4396,P2351,V3084,INR,8856.45,2026-07-19,,Active
PR4397,P2006,V3222,INR,11615.86,2026-02-25,,Active
PR4398,P2030,V3325,INR,1444.98,2026-06-09,,Active
PR4399,P2447,V3145,INR,7000.14,2026-08-28,,Active
PR4400,P2485,V3106,INR,8326.28,2026-05-29,,Active
PR4401,P2385,V3325,INR,10689.42,2026-01-31,,Expired
PR4402,P2307,V3011,INR,10498.76,2026-01-01,,Expired
PR4403,P2362,V3166,INR,11737.65,2026-07-24,,Active
PR4404,P2345,V3196,INR,6181.54,2026-05-19,,Active
PR4405,P2127,V3231,INR,9981.82,2026-04-03,,Active
PR4406,P2302,V3147,INR,5170.33,2026-03-09,,Active
PR4407,P2121,V3238,INR,5111.09,2026-02-05,,Active
PR4408,P2405,V3013,INR,3096.18,2026-03-20,,Active
PR4409,P2099,V3219,INR,9832.48,2026-07-06,,Active
PR4410,P2166,V3257,INR,11830.85,2026-03-08,,Active
PR4411,P2325,V3002,INR,3131.88,2026-07-03,,Active
PR4412,P2319,V3210,INR,744.37,2026-02-20,,Active
PR4413,P2241,V3225,INR,9800.34,2026-06-06,,Active
PR4414,P2050,V3194,INR,7471.24,2026-08-01,,Active
PR4415,P2268,V3196,INR,11519.41,2026-05-10,,Active
PR4416,P2325,V3260,INR,3082.95,2026-01-06,,Expired
PR4417,P2073,V3057,INR,922,2026-06-08,,Expired
PR4418,P2300,V9999,INR,5947.37,2026-02-23,,Active
PR4419,P2052,V3213,INR,1094.18,2026-03-29,,Active
PR4420,P2265,V3279,INR,3196.85,2026-06-17,,Active
PR4421,P2227,V3244,INR,1577.29,2026-05-25,,Active
PR4422,P9999,V3117,INR,2747.78,2026-01-05,,Active
PR4423,P2374,V3087,INR,1340.77,2026-01-02,,Active
PR4424,P2239,V3263,INR,11450.33,2026-02-27,,Expired
PR4425,P2010,V3300,INR,3396.86,2026-01-12,,Expired
PR4426,P2302,V3113,INR,5368.48,2026-01-05,,Active
PR4427,P2359,V3164,INR,10790.95,2026-04-16,,Active
PR4428,P2228,V3004,INR,8152.06,2026-07-07,,Active
PR4429,P2442,V3118,INR,-7445.1,2026-06-18,,Active
PR4430,P2293,V3023,INR,8488.84,2026-05-28,,Expired
PR4431,P2052,V3233,INR,9958.71,2026-07-19,,Active
